X1,state,StateAbbr,county,countyname,variable,year,value,name
158990,29,MO,31,Cape Girardeau County,Single Family,1997,137,Cape Girardeau
158991,29,MO,31,Cape Girardeau County,Single Family,1996,189,Cape Girardeau
158992,29,MO,31,Cape Girardeau County,Single Family,1995,166,Cape Girardeau
158993,29,MO,31,Cape Girardeau County,Single Family,1994,248,Cape Girardeau
158994,29,MO,31,Cape Girardeau County,Single Family,1993,303,Cape Girardeau
158995,29,MO,31,Cape Girardeau County,Single Family,1992,253,Cape Girardeau
158996,29,MO,31,Cape Girardeau County,Single Family,1991,228,Cape Girardeau
158997,29,MO,31,Cape Girardeau County,Single Family,1990,122,Cape Girardeau
158998,29,MO,31,Cape Girardeau County,Single Family,1989,134,Cape Girardeau
158999,29,MO,31,Cape Girardeau County,Single Family,1988,177,Cape Girardeau
159000,29,MO,31,Cape Girardeau County,Single Family,1987,149,Cape Girardeau
159001,29,MO,31,Cape Girardeau County,Single Family,1986,135,Cape Girardeau
159002,29,MO,31,Cape Girardeau County,Single Family,1985,111,Cape Girardeau
159003,29,MO,31,Cape Girardeau County,Single Family,1984,96,Cape Girardeau
159004,29,MO,31,Cape Girardeau County,Single Family,1983,87,Cape Girardeau
159005,29,MO,31,Cape Girardeau County,Single Family,1982,77,Cape Girardeau
159006,29,MO,31,Cape Girardeau County,Single Family,1981,76,Cape Girardeau
159007,29,MO,31,Cape Girardeau County,Single Family,1980,89,Cape Girardeau
159139,29,MO,33,Carroll County,Single Family,2010,14,Carroll
159140,29,MO,33,Carroll County,Single Family,2009,13,Carroll
159141,29,MO,33,Carroll County,Single Family,2008,12,Carroll
159142,29,MO,33,Carroll County,Single Family,2007,25,Carroll
159143,29,MO,33,Carroll County,Single Family,2006,18,Carroll
159144,29,MO,33,Carroll County,Single Family,2005,36,Carroll
159145,29,MO,33,Carroll County,Single Family,2004,4,Carroll
159146,29,MO,33,Carroll County,Single Family,2003,14,Carroll
159147,29,MO,33,Carroll County,Single Family,2002,3,Carroll
159148,29,MO,33,Carroll County,Single Family,2001,1,Carroll
159149,29,MO,33,Carroll County,Single Family,2000,6,Carroll
159150,29,MO,33,Carroll County,Single Family,1999,2,Carroll
159151,29,MO,33,Carroll County,Single Family,1998,2,Carroll
159152,29,MO,33,Carroll County,Single Family,1997,10,Carroll
159153,29,MO,33,Carroll County,Single Family,1996,1,Carroll
159154,29,MO,33,Carroll County,Single Family,1995,3,Carroll
159155,29,MO,33,Carroll County,Single Family,1994,1,Carroll
159156,29,MO,33,Carroll County,Single Family,1993,5,Carroll
159157,29,MO,33,Carroll County,Single Family,1992,2,Carroll
159158,29,MO,33,Carroll County,Single Family,1991,1,Carroll
159184,29,MO,35,Carter County,Single Family,2010,2,Carter
159185,29,MO,35,Carter County,Single Family,2009,2,Carter
159186,29,MO,35,Carter County,Single Family,2007,1,Carter
159187,29,MO,35,Carter County,Single Family,2002,1,Carter
159188,29,MO,35,Carter County,Single Family,2001,4,Carter
159189,29,MO,35,Carter County,Single Family,2000,1,Carter
159190,29,MO,35,Carter County,Single Family,1999,4,Carter
159191,29,MO,35,Carter County,Single Family,1998,4,Carter
159192,29,MO,35,Carter County,Single Family,1997,5,Carter
159193,29,MO,35,Carter County,Single Family,1996,1,Carter
159194,29,MO,35,Carter County,Single Family,1995,2,Carter
159195,29,MO,35,Carter County,Single Family,1994,1,Carter
159196,29,MO,35,Carter County,Single Family,1993,2,Carter
159197,29,MO,35,Carter County,Single Family,1992,3,Carter
159198,29,MO,35,Carter County,Single Family,1991,5,Carter
159199,29,MO,35,Carter County,Single Family,1990,2,Carter
159200,29,MO,35,Carter County,Single Family,1989,3,Carter
159201,29,MO,35,Carter County,Single Family,1988,3,Carter
159202,29,MO,35,Carter County,Single Family,1986,2,Carter
159203,29,MO,35,Carter County,Single Family,1985,1,Carter
159204,29,MO,35,Carter County,Single Family,1984,2,Carter
159205,29,MO,35,Carter County,Single Family,1983,2,Carter
159206,29,MO,35,Carter County,Single Family,1982,8,Carter
159207,29,MO,35,Carter County,Single Family,1981,3,Carter
159208,29,MO,35,Carter County,Single Family,1980,4,Carter
159244,29,MO,37,Cass County,Single Family,2010,152,Cass
159245,29,MO,37,Cass County,Single Family,2009,123,Cass
159246,29,MO,37,Cass County,Single Family,2008,198,Cass
159247,29,MO,37,Cass County,Single Family,2007,480,Cass
159248,29,MO,37,Cass County,Single Family,2006,900,Cass
159249,29,MO,37,Cass County,Single Family,2005,1093,Cass
159250,29,MO,37,Cass County,Single Family,2004,987,Cass
159251,29,MO,37,Cass County,Single Family,2003,871,Cass
159252,29,MO,37,Cass County,Single Family,2002,727,Cass
159253,29,MO,37,Cass County,Single Family,2001,648,Cass
159254,29,MO,37,Cass County,Single Family,2000,637,Cass
159255,29,MO,37,Cass County,Single Family,1999,771,Cass
159256,29,MO,37,Cass County,Single Family,1998,687,Cass
159257,29,MO,37,Cass County,Single Family,1997,740,Cass
159258,29,MO,37,Cass County,Single Family,1996,624,Cass
159259,29,MO,37,Cass County,Single Family,1995,597,Cass
159260,29,MO,37,Cass County,Single Family,1994,665,Cass
159261,29,MO,37,Cass County,Single Family,1993,704,Cass
159262,29,MO,37,Cass County,Single Family,1992,699,Cass
159263,29,MO,37,Cass County,Single Family,1991,550,Cass
159264,29,MO,37,Cass County,Single Family,1990,510,Cass
159265,29,MO,37,Cass County,Single Family,1989,457,Cass
159266,29,MO,37,Cass County,Single Family,1988,482,Cass
159267,29,MO,37,Cass County,Single Family,1987,559,Cass
159268,29,MO,37,Cass County,Single Family,1986,543,Cass
159269,29,MO,37,Cass County,Single Family,1985,407,Cass
159270,29,MO,37,Cass County,Single Family,1984,354,Cass
159271,29,MO,37,Cass County,Single Family,1983,302,Cass
159272,29,MO,37,Cass County,Single Family,1982,133,Cass
159273,29,MO,37,Cass County,Single Family,1981,148,Cass
159274,29,MO,37,Cass County,Single Family,1980,219,Cass
159417,29,MO,39,Cedar County,Single Family,2010,8,Cedar
159418,29,MO,39,Cedar County,Single Family,2009,2,Cedar
159419,29,MO,39,Cedar County,Single Family,2008,9,Cedar
159420,29,MO,39,Cedar County,Single Family,2007,10,Cedar
159421,29,MO,39,Cedar County,Single Family,2006,8,Cedar
159422,29,MO,39,Cedar County,Single Family,2005,11,Cedar
159423,29,MO,39,Cedar County,Single Family,2004,10,Cedar
159424,29,MO,39,Cedar County,Single Family,2003,8,Cedar
159425,29,MO,39,Cedar County,Single Family,2002,4,Cedar
159426,29,MO,39,Cedar County,Single Family,2001,5,Cedar
159427,29,MO,39,Cedar County,Single Family,2000,10,Cedar
159428,29,MO,39,Cedar County,Single Family,1999,12,Cedar
159429,29,MO,39,Cedar County,Single Family,1998,15,Cedar
159430,29,MO,39,Cedar County,Single Family,1997,11,Cedar
159431,29,MO,39,Cedar County,Single Family,1996,22,Cedar
159432,29,MO,39,Cedar County,Single Family,1995,31,Cedar
159433,29,MO,39,Cedar County,Single Family,1994,23,Cedar
159434,29,MO,39,Cedar County,Single Family,1993,32,Cedar
159435,29,MO,39,Cedar County,Single Family,1992,4,Cedar
159436,29,MO,39,Cedar County,Single Family,1991,9,Cedar
159437,29,MO,39,Cedar County,Single Family,1990,8,Cedar
159438,29,MO,39,Cedar County,Single Family,1989,7,Cedar
159439,29,MO,39,Cedar County,Single Family,1988,7,Cedar
159440,29,MO,39,Cedar County,Single Family,1987,8,Cedar
159441,29,MO,39,Cedar County,Single Family,1986,16,Cedar
159442,29,MO,39,Cedar County,Single Family,1985,12,Cedar
159443,29,MO,39,Cedar County,Single Family,1984,6,Cedar
159444,29,MO,39,Cedar County,Single Family,1983,12,Cedar
159445,29,MO,39,Cedar County,Single Family,1982,6,Cedar
159446,29,MO,39,Cedar County,Single Family,1981,13,Cedar
159447,29,MO,39,Cedar County,Single Family,1980,30,Cedar
159505,29,MO,41,Chariton County,Single Family,2007,3,Chariton
159506,29,MO,41,Chariton County,Single Family,2006,1,Chariton
159507,29,MO,41,Chariton County,Single Family,2004,6,Chariton
159508,29,MO,41,Chariton County,Single Family,2003,5,Chariton
159509,29,MO,41,Chariton County,Single Family,2002,4,Chariton
159510,29,MO,41,Chariton County,Single Family,2001,4,Chariton
159511,29,MO,41,Chariton County,Single Family,2000,4,Chariton
159512,29,MO,41,Chariton County,Single Family,1999,7,Chariton
159513,29,MO,41,Chariton County,Single Family,1998,7,Chariton
159514,29,MO,41,Chariton County,Single Family,1997,7,Chariton
159515,29,MO,41,Chariton County,Single Family,1996,7,Chariton
159516,29,MO,41,Chariton County,Single Family,1995,10,Chariton
159517,29,MO,41,Chariton County,Single Family,1994,6,Chariton
159518,29,MO,41,Chariton County,Single Family,1993,4,Chariton
159519,29,MO,41,Chariton County,Single Family,1991,3,Chariton
159551,29,MO,43,Christian County,Single Family,2010,260,Christian
159552,29,MO,43,Christian County,Single Family,2009,185,Christian
159553,29,MO,43,Christian County,Single Family,2008,359,Christian
159554,29,MO,43,Christian County,Single Family,2007,741,Christian
159555,29,MO,43,Christian County,Single Family,2006,1050,Christian
159556,29,MO,43,Christian County,Single Family,2005,1390,Christian
159557,29,MO,43,Christian County,Single Family,2004,1271,Christian
159558,29,MO,43,Christian County,Single Family,2003,783,Christian
159559,29,MO,43,Christian County,Single Family,2002,477,Christian
159560,29,MO,43,Christian County,Single Family,2001,535,Christian
159561,29,MO,43,Christian County,Single Family,2000,472,Christian
159562,29,MO,43,Christian County,Single Family,1999,490,Christian
159563,29,MO,43,Christian County,Single Family,1998,529,Christian
159564,29,MO,43,Christian County,Single Family,1997,551,Christian
159565,29,MO,43,Christian County,Single Family,1996,515,Christian
159566,29,MO,43,Christian County,Single Family,1995,287,Christian
159567,29,MO,43,Christian County,Single Family,1994,346,Christian
159568,29,MO,43,Christian County,Single Family,1993,357,Christian
159569,29,MO,43,Christian County,Single Family,1992,244,Christian
159570,29,MO,43,Christian County,Single Family,1991,61,Christian
159571,29,MO,43,Christian County,Single Family,1990,38,Christian
159572,29,MO,43,Christian County,Single Family,1989,16,Christian
159573,29,MO,43,Christian County,Single Family,1988,37,Christian
159574,29,MO,43,Christian County,Single Family,1987,56,Christian
159575,29,MO,43,Christian County,Single Family,1986,80,Christian
159576,29,MO,43,Christian County,Single Family,1985,105,Christian
159577,29,MO,43,Christian County,Single Family,1984,36,Christian
159578,29,MO,43,Christian County,Single Family,1983,9,Christian
159579,29,MO,43,Christian County,Single Family,1982,5,Christian
159580,29,MO,43,Christian County,Single Family,1981,7,Christian
159581,29,MO,43,Christian County,Single Family,1980,5,Christian
159692,29,MO,45,Clark County,Single Family,2010,9,Clark
159693,29,MO,45,Clark County,Single Family,2009,1,Clark
159694,29,MO,45,Clark County,Single Family,2008,5,Clark
159695,29,MO,45,Clark County,Single Family,2007,9,Clark
159696,29,MO,45,Clark County,Single Family,2006,6,Clark
159697,29,MO,45,Clark County,Single Family,2005,4,Clark
159698,29,MO,45,Clark County,Single Family,2004,5,Clark
159699,29,MO,45,Clark County,Single Family,2003,4,Clark
159700,29,MO,45,Clark County,Single Family,2002,1,Clark
159701,29,MO,45,Clark County,Single Family,2001,7,Clark
159702,29,MO,45,Clark County,Single Family,2000,4,Clark
159703,29,MO,45,Clark County,Single Family,1998,7,Clark
159704,29,MO,45,Clark County,Single Family,1997,3,Clark
159705,29,MO,45,Clark County,Single Family,1996,3,Clark
159706,29,MO,45,Clark County,Single Family,1995,26,Clark
159707,29,MO,45,Clark County,Single Family,1994,5,Clark
159708,29,MO,45,Clark County,Single Family,1993,8,Clark
159709,29,MO,45,Clark County,Single Family,1992,3,Clark
159710,29,MO,45,Clark County,Single Family,1983,1,Clark
159711,29,MO,45,Clark County,Single Family,1981,1,Clark
159712,29,MO,45,Clark County,Single Family,1980,2,Clark
159760,29,MO,47,Clay County,Single Family,2010,131,Clay
159761,29,MO,47,Clay County,Single Family,2009,119,Clay
159762,29,MO,47,Clay County,Single Family,2008,146,Clay
159763,29,MO,47,Clay County,Single Family,2007,298,Clay
159764,29,MO,47,Clay County,Single Family,2006,420,Clay
159765,29,MO,47,Clay County,Single Family,2005,560,Clay
159766,29,MO,47,Clay County,Single Family,2004,779,Clay
159767,29,MO,47,Clay County,Single Family,2003,739,Clay
159768,29,MO,47,Clay County,Single Family,2002,626,Clay
159769,29,MO,47,Clay County,Single Family,2001,551,Clay
159770,29,MO,47,Clay County,Single Family,2000,660,Clay
159771,29,MO,47,Clay County,Single Family,1999,792,Clay
159772,29,MO,47,Clay County,Single Family,1998,660,Clay
159773,29,MO,47,Clay County,Single Family,1997,711,Clay
159774,29,MO,47,Clay County,Single Family,1996,761,Clay
159775,29,MO,47,Clay County,Single Family,1995,688,Clay
159776,29,MO,47,Clay County,Single Family,1994,738,Clay
159777,29,MO,47,Clay County,Single Family,1993,651,Clay
159778,29,MO,47,Clay County,Single Family,1992,598,Clay
159779,29,MO,47,Clay County,Single Family,1991,476,Clay
159780,29,MO,47,Clay County,Single Family,1990,442,Clay
159781,29,MO,47,Clay County,Single Family,1989,404,Clay
159782,29,MO,47,Clay County,Single Family,1988,518,Clay
159783,29,MO,47,Clay County,Single Family,1987,583,Clay
159784,29,MO,47,Clay County,Single Family,1986,654,Clay
159785,29,MO,47,Clay County,Single Family,1985,454,Clay
159786,29,MO,47,Clay County,Single Family,1984,415,Clay
159787,29,MO,47,Clay County,Single Family,1983,404,Clay
159788,29,MO,47,Clay County,Single Family,1982,146,Clay
159789,29,MO,47,Clay County,Single Family,1981,173,Clay
159790,29,MO,47,Clay County,Single Family,1980,237,Clay
159928,29,MO,49,Clinton County,Single Family,2010,21,Clinton
159929,29,MO,49,Clinton County,Single Family,2009,36,Clinton
159930,29,MO,49,Clinton County,Single Family,2008,53,Clinton
159931,29,MO,49,Clinton County,Single Family,2007,83,Clinton
159932,29,MO,49,Clinton County,Single Family,2006,138,Clinton
159933,29,MO,49,Clinton County,Single Family,2005,191,Clinton
159934,29,MO,49,Clinton County,Single Family,2004,185,Clinton
159935,29,MO,49,Clinton County,Single Family,2003,225,Clinton
159936,29,MO,49,Clinton County,Single Family,2002,162,Clinton
159937,29,MO,49,Clinton County,Single Family,2001,177,Clinton
159938,29,MO,49,Clinton County,Single Family,2000,166,Clinton
159939,29,MO,49,Clinton County,Single Family,1999,205,Clinton
159940,29,MO,49,Clinton County,Single Family,1998,187,Clinton
159941,29,MO,49,Clinton County,Single Family,1997,202,Clinton
159942,29,MO,49,Clinton County,Single Family,1996,188,Clinton
159943,29,MO,49,Clinton County,Single Family,1995,177,Clinton
159944,29,MO,49,Clinton County,Single Family,1994,128,Clinton
159945,29,MO,49,Clinton County,Single Family,1993,108,Clinton
159946,29,MO,49,Clinton County,Single Family,1992,103,Clinton
159947,29,MO,49,Clinton County,Single Family,1991,76,Clinton
159948,29,MO,49,Clinton County,Single Family,1990,78,Clinton
159949,29,MO,49,Clinton County,Single Family,1989,87,Clinton
159950,29,MO,49,Clinton County,Single Family,1988,83,Clinton
159951,29,MO,49,Clinton County,Single Family,1987,81,Clinton
159952,29,MO,49,Clinton County,Single Family,1986,57,Clinton
159953,29,MO,49,Clinton County,Single Family,1985,36,Clinton
159954,29,MO,49,Clinton County,Single Family,1984,48,Clinton
159955,29,MO,49,Clinton County,Single Family,1983,59,Clinton
159956,29,MO,49,Clinton County,Single Family,1982,35,Clinton
159957,29,MO,49,Clinton County,Single Family,1981,46,Clinton
159958,29,MO,49,Clinton County,Single Family,1980,55,Clinton
160061,29,MO,51,Cole County,Single Family,2010,137,Cole
160062,29,MO,51,Cole County,Single Family,2009,157,Cole
160063,29,MO,51,Cole County,Single Family,2008,143,Cole
160064,29,MO,51,Cole County,Single Family,2007,169,Cole
160065,29,MO,51,Cole County,Single Family,2006,234,Cole
160066,29,MO,51,Cole County,Single Family,2005,380,Cole
160067,29,MO,51,Cole County,Single Family,2004,366,Cole
160068,29,MO,51,Cole County,Single Family,2003,341,Cole
160069,29,MO,51,Cole County,Single Family,2002,385,Cole
160070,29,MO,51,Cole County,Single Family,2001,368,Cole
160071,29,MO,51,Cole County,Single Family,2000,447,Cole
160072,29,MO,51,Cole County,Single Family,1999,490,Cole
160073,29,MO,51,Cole County,Single Family,1998,521,Cole
160074,29,MO,51,Cole County,Single Family,1997,843,Cole
160075,29,MO,51,Cole County,Single Family,1996,483,Cole
160076,29,MO,51,Cole County,Single Family,1995,508,Cole
160077,29,MO,51,Cole County,Single Family,1994,399,Cole
160078,29,MO,51,Cole County,Single Family,1993,357,Cole
160079,29,MO,51,Cole County,Single Family,1992,356,Cole
160080,29,MO,51,Cole County,Single Family,1991,273,Cole
160081,29,MO,51,Cole County,Single Family,1990,121,Cole
160082,29,MO,51,Cole County,Single Family,1989,115,Cole
160083,29,MO,51,Cole County,Single Family,1988,149,Cole
160084,29,MO,51,Cole County,Single Family,1987,160,Cole
160085,29,MO,51,Cole County,Single Family,1986,183,Cole
160086,29,MO,51,Cole County,Single Family,1985,164,Cole
160087,29,MO,51,Cole County,Single Family,1984,111,Cole
160088,29,MO,51,Cole County,Single Family,1983,121,Cole
160089,29,MO,51,Cole County,Single Family,1982,49,Cole
160090,29,MO,51,Cole County,Single Family,1981,54,Cole
160091,29,MO,51,Cole County,Single Family,1980,107,Cole
160235,29,MO,53,Cooper County,Single Family,2010,42,Cooper
160236,29,MO,53,Cooper County,Single Family,2009,11,Cooper
160237,29,MO,53,Cooper County,Single Family,2008,13,Cooper
160238,29,MO,53,Cooper County,Single Family,2007,10,Cooper
160239,29,MO,53,Cooper County,Single Family,2006,29,Cooper
160240,29,MO,53,Cooper County,Single Family,2005,13,Cooper
160241,29,MO,53,Cooper County,Single Family,2004,47,Cooper
160242,29,MO,53,Cooper County,Single Family,2003,39,Cooper
160243,29,MO,53,Cooper County,Single Family,2002,17,Cooper
